"","typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay"
"1","Regular Season","2022-23",22200001,2022-10-18,"BOS vs. PHI","BOS","PHI",1
"2","Regular Season","2022-23",22200002,2022-10-18,"LAL @ GSW","GSW","LAL",2
"3","Regular Season","2022-23",22200003,2022-10-19,"ORL @ DET","DET","ORL",1
"4","Regular Season","2022-23",22200004,2022-10-19,"WAS @ IND","WAS","IND",2
"5","Regular Season","2022-23",22200005,2022-10-19,"HOU @ ATL","ATL","HOU",3
"6","Regular Season","2022-23",22200006,2022-10-19,"NOP @ BKN","NOP","BKN",4
"7","Regular Season","2022-23",22200007,2022-10-19,"CHI @ MIA","CHI","MIA",5
"8","Regular Season","2022-23",22200008,2022-10-19,"TOR vs. CLE","TOR","CLE",6
"9","Regular Season","2022-23",22200009,2022-10-19,"MEM vs. NYK","MEM","NYK",7
"10","Regular Season","2022-23",22200010,2022-10-19,"OKC @ MIN","MIN","OKC",8
"11","Regular Season","2022-23",22200011,2022-10-19,"SAS vs. CHA","CHA","SAS",9
"12","Regular Season","2022-23",22200012,2022-10-19,"DEN @ UTA","UTA","DEN",10
"13","Regular Season","2022-23",22200013,2022-10-19,"PHX vs. DAL","PHX","DAL",11
"14","Regular Season","2022-23",22200014,2022-10-19,"POR @ SAC","POR","SAC",12
"15","Regular Season","2022-23",22200015,2022-10-20,"PHI vs. MIL","MIL","PHI",1
"16","Regular Season","2022-23",22200016,2022-10-20,"LAL vs. LAC","LAC","LAL",2
"17","Regular Season","2022-23",22200017,2022-10-21,"NOP @ CHA","NOP","CHA",1
"18","Regular Season","2022-23",22200018,2022-10-21,"SAS @ IND","SAS","IND",2
"19","Regular Season","2022-23",22200019,2022-10-21,"CHI @ WAS","WAS","CHI",3
"20","Regular Season","2022-23",22200020,2022-10-21,"ATL vs. ORL","ATL","ORL",4
"21","Regular Season","2022-23",22200021,2022-10-21,"TOR @ BKN","BKN","TOR",5
"22","Regular Season","2022-23",22200022,2022-10-21,"BOS @ MIA","BOS","MIA",6
"23","Regular Season","2022-23",22200023,2022-10-21,"DET @ NYK","NYK","DET",7
"24","Regular Season","2022-23",22200024,2022-10-21,"MEM @ HOU","MEM","HOU",8
"25","Regular Season","2022-23",22200025,2022-10-21,"UTA @ MIN","UTA","MIN",9
"26","Regular Season","2022-23",22200026,2022-10-21,"GSW vs. DEN","DEN","GSW",10
"27","Regular Season","2022-23",22200027,2022-10-21,"POR vs. PHX","POR","PHX",11
"28","Regular Season","2022-23",22200028,2022-10-22,"SAS @ PHI","SAS","PHI",1
"29","Regular Season","2022-23",22200029,2022-10-22,"DET @ IND","IND","DET",2
"30","Regular Season","2022-23",22200030,2022-10-22,"BOS @ ORL","BOS","ORL",3
"31","Regular Season","2022-23",22200031,2022-10-22,"MIA vs. TOR","MIA","TOR",4
"32","Regular Season","2022-23",22200032,2022-10-22,"CHI vs. CLE","CLE","CHI",5
"33","Regular Season","2022-23",22200033,2022-10-22,"HOU @ MIL","MIL","HOU",6
"34","Regular Season","2022-23",22200034,2022-10-22,"MEM @ DAL","DAL","MEM",7
"35","Regular Season","2022-23",22200035,2022-10-22,"DEN vs. OKC","DEN","OKC",8
"36","Regular Season","2022-23",22200036,2022-10-22,"SAC vs. LAC","LAC","SAC",9
"37","Regular Season","2022-23",22200037,2022-10-23,"POR @ LAL","POR","LAL",1
"38","Regular Season","2022-23",22200038,2022-10-23,"CHA @ ATL","CHA","ATL",2
"39","Regular Season","2022-23",22200039,2022-10-23,"WAS @ CLE","CLE","WAS",3
"40","Regular Season","2022-23",22200040,2022-10-23,"NOP vs. UTA","UTA","NOP",4
"41","Regular Season","2022-23",22200041,2022-10-23,"MIN @ OKC","MIN","OKC",5
"42","Regular Season","2022-23",22200042,2022-10-23,"GSW vs. SAC","GSW","SAC",6
"43","Regular Season","2022-23",22200043,2022-10-23,"LAC vs. PHX","PHX","LAC",7
"44","Regular Season","2022-23",22200044,2022-10-24,"IND @ PHI","PHI","IND",1
"45","Regular Season","2022-23",22200045,2022-10-24,"TOR @ MIA","TOR","MIA",2
"46","Regular Season","2022-23",22200046,2022-10-24,"NYK vs. ORL","NYK","ORL",3
"47","Regular Season","2022-23",22200047,2022-10-24,"CHI vs. BOS","CHI","BOS",4
"48","Regular Season","2022-23",22200048,2022-10-24,"UTA @ HOU","HOU","UTA",5
"49","Regular Season","2022-23",22200049,2022-10-24,"MEM vs. BKN","MEM","BKN",6
"50","Regular Season","2022-23",22200050,2022-10-24,"SAS @ MIN","SAS","MIN",7
"51","Regular Season","2022-23",22200051,2022-10-24,"DEN @ POR","POR","DEN",8
"52","Regular Season","2022-23",22200052,2022-10-25,"WAS vs. DET","WAS","DET",1
"53","Regular Season","2022-23",22200053,2022-10-25,"DAL @ NOP","NOP","DAL",2
"54","Regular Season","2022-23",22200054,2022-10-25,"OKC vs. LAC","OKC","LAC",3
"55","Regular Season","2022-23",22200055,2022-10-25,"PHX vs. GSW","PHX","GSW",4
"56","Regular Season","2022-23",22200056,2022-10-26,"ORL @ CLE","CLE","ORL",1
"57","Regular Season","2022-23",22200057,2022-10-26,"ATL @ DET","ATL","DET",2
"58","Regular Season","2022-23",22200058,2022-10-26,"CHA @ NYK","NYK","CHA",3
"59","Regular Season","2022-23",22200059,2022-10-26,"TOR vs. PHI","TOR","PHI",4
"60","Regular Season","2022-23",22200060,2022-10-26,"BKN @ MIL","MIL","BKN",5
"61","Regular Season","2022-23",22200061,2022-10-26,"IND @ CHI","CHI","IND",6
"62","Regular Season","2022-23",22200062,2022-10-26,"SAS @ MIN","MIN","SAS",7
"63","Regular Season","2022-23",22200063,2022-10-26,"UTA vs. HOU","UTA","HOU",8
"64","Regular Season","2022-23",22200064,2022-10-26,"LAL @ DEN","DEN","LAL",9
"65","Regular Season","2022-23",22200065,2022-10-26,"POR vs. MIA","MIA","POR",10
"66","Regular Season","2022-23",22200066,2022-10-27,"DAL @ BKN","DAL","BKN",1
"67","Regular Season","2022-23",22200067,2022-10-27,"LAC @ OKC","OKC","LAC",2
"68","Regular Season","2022-23",22200068,2022-10-27,"MIA @ GSW","GSW","MIA",3
"69","Regular Season","2022-23",22200069,2022-10-27,"MEM @ SAC","MEM","SAC",4
"70","Regular Season","2022-23",22200070,2022-10-28,"ATL @ DET","ATL","DET",1
"71","Regular Season","2022-23",22200071,2022-10-28,"CHA @ ORL","ORL","CHA",2
"72","Regular Season","2022-23",22200072,2022-10-28,"BOS vs. CLE","CLE","BOS",3
"73","Regular Season","2022-23",22200073,2022-10-28,"PHI @ TOR","PHI","TOR",4
"74","Regular Season","2022-23",22200074,2022-10-28,"WAS vs. IND","IND","WAS",5
"75","Regular Season","2022-23",22200075,2022-10-28,"MIL vs. NYK","MIL","NYK",6
"76","Regular Season","2022-23",22200076,2022-10-28,"LAL @ MIN","MIN","LAL",7
"77","Regular Season","2022-23",22200077,2022-10-28,"CHI @ SAS","SAS","CHI",8
"78","Regular Season","2022-23",22200078,2022-10-28,"UTA @ DEN","DEN","UTA",9
"79","Regular Season","2022-23",22200079,2022-10-28,"NOP @ PHX","PHX","NOP",10
"80","Regular Season","2022-23",22200080,2022-10-28,"HOU @ POR","POR","HOU",11
"81","Regular Season","2022-23",22200081,2022-10-29,"MIA @ SAC","SAC","MIA",1
"82","Regular Season","2022-23",22200082,2022-10-29,"CHA vs. GSW","CHA","GSW",2
"83","Regular Season","2022-23",22200083,2022-10-29,"BKN vs. IND","IND","BKN",3
"84","Regular Season","2022-23",22200084,2022-10-29,"CHI vs. PHI","PHI","CHI",4
"85","Regular Season","2022-23",22200085,2022-10-29,"MIL vs. ATL","MIL","ATL",5
"86","Regular Season","2022-23",22200086,2022-10-29,"OKC @ DAL","OKC","DAL",6
"87","Regular Season","2022-23",22200087,2022-10-29,"MEM @ UTA","UTA","MEM",7
"88","Regular Season","2022-23",22200088,2022-10-30,"NOP @ LAC","NOP","LAC",1
"89","Regular Season","2022-23",22200089,2022-10-30,"BOS vs. WAS","BOS","WAS",2
"90","Regular Season","2022-23",22200090,2022-10-30,"NYK @ CLE","CLE","NYK",3
"91","Regular Season","2022-23",22200091,2022-10-30,"DET vs. GSW","DET","GSW",4
"92","Regular Season","2022-23",22200092,2022-10-30,"MIN @ SAS","SAS","MIN",5
"93","Regular Season","2022-23",22200093,2022-10-30,"DAL vs. ORL","DAL","ORL",6
"94","Regular Season","2022-23",22200094,2022-10-30,"HOU @ PHX","PHX","HOU",7
"95","Regular Season","2022-23",22200095,2022-10-30,"LAL vs. DEN","LAL","DEN",8
"96","Regular Season","2022-23",22200096,2022-10-31,"CHA vs. SAC","SAC","CHA",1
"97","Regular Season","2022-23",22200097,2022-10-31,"PHI @ WAS","PHI","WAS",2
"98","Regular Season","2022-23",22200098,2022-10-31,"IND @ BKN","BKN","IND",3
"99","Regular Season","2022-23",22200099,2022-10-31,"TOR vs. ATL","TOR","ATL",4
"100","Regular Season","2022-23",22200100,2022-10-31,"MIL vs. DET","MIL","DET",5
"101","Regular Season","2022-23",22200101,2022-10-31,"UTA vs. MEM","UTA","MEM",6
"102","Regular Season","2022-23",22200102,2022-10-31,"HOU @ LAC","LAC","HOU",7
"103","Regular Season","2022-23",22200103,2022-11-01,"BKN vs. CHI","CHI","BKN",1
"104","Regular Season","2022-23",22200104,2022-11-01,"MIA vs. GSW","MIA","GSW",2
"105","Regular Season","2022-23",22200105,2022-11-01,"ORL @ OKC","OKC","ORL",3
"106","Regular Season","2022-23",22200106,2022-11-01,"PHX vs. MIN","PHX","MIN",4
"107","Regular Season","2022-23",22200107,2022-11-02,"CLE vs. BOS","CLE","BOS",1
"108","Regular Season","2022-23",22200108,2022-11-02,"WAS @ PHI","WAS","PHI",2
"109","Regular Season","2022-23",22200109,2022-11-02,"SAC @ MIA","MIA","SAC",3
"110","Regular Season","2022-23",22200110,2022-11-02,"NYK vs. ATL","ATL","NYK",4
"111","Regular Season","2022-23",22200111,2022-11-02,"CHI vs. CHA","CHI","CHA",5
"112","Regular Season","2022-23",22200112,2022-11-02,"LAC @ HOU","LAC","HOU",6
"113","Regular Season","2022-23",22200113,2022-11-02,"MIL vs. DET","MIL","DET",7
"114","Regular Season","2022-23",22200114,2022-11-02,"TOR @ SAS","TOR","SAS",8
"115","Regular Season","2022-23",22200115,2022-11-02,"DAL vs. UTA","DAL","UTA",9
"116","Regular Season","2022-23",22200116,2022-11-02,"POR vs. MEM","MEM","POR",10
"117","Regular Season","2022-23",22200117,2022-11-02,"LAL vs. NOP","LAL","NOP",11
"118","Regular Season","2022-23",22200118,2022-11-03,"GSW @ ORL","ORL","GSW",1
"119","Regular Season","2022-23",22200119,2022-11-03,"DEN @ OKC","DEN","OKC",2
"120","Regular Season","2022-23",22200120,2022-11-04,"CLE @ DET","CLE","DET",1
"121","Regular Season","2022-23",22200121,2022-11-04,"IND vs. MIA","IND","MIA",2
"122","Regular Season","2022-23",22200122,2022-11-04,"PHI vs. NYK","NYK","PHI",3
"123","Regular Season","2022-23",22200123,2022-11-04,"BKN @ WAS","BKN","WAS",4
"124","Regular Season","2022-23",22200124,2022-11-04,"CHI @ BOS","BOS","CHI",5
"125","Regular Season","2022-23",22200125,2022-11-04,"MEM vs. CHA","MEM","CHA",6
"126","Regular Season","2022-23",22200126,2022-11-04,"SAS vs. LAC","LAC","SAS",7
"127","Regular Season","2022-23",22200127,2022-11-04,"TOR @ DAL","DAL","TOR",8
"128","Regular Season","2022-23",22200128,2022-11-04,"NOP vs. GSW","NOP","GSW",9
"129","Regular Season","2022-23",22200129,2022-11-04,"MIN vs. MIL","MIL","MIN",10
"130","Regular Season","2022-23",22200130,2022-11-04,"POR @ PHX","POR","PHX",11
"131","Regular Season","2022-23",22200131,2022-11-04,"UTA @ LAL","UTA","LAL",12
"132","Regular Season","2022-23",22200132,2022-11-05,"ORL vs. SAC","SAC","ORL",1
"133","Regular Season","2022-23",22200133,2022-11-05,"CHA vs. BKN","BKN","CHA",2
"134","Regular Season","2022-23",22200134,2022-11-05,"ATL vs. NOP","ATL","NOP",3
"135","Regular Season","2022-23",22200135,2022-11-05,"BOS @ NYK","BOS","NYK",4
"136","Regular Season","2022-23",22200136,2022-11-05,"OKC @ MIL","MIL","OKC",5
"137","Regular Season","2022-23",22200137,2022-11-05,"MIN vs. HOU","MIN","HOU",6
"138","Regular Season","2022-23",22200138,2022-11-05,"DEN vs. SAS","DEN","SAS",7
"139","Regular Season","2022-23",22200139,2022-11-05,"PHX vs. POR","PHX","POR",8
"140","Regular Season","2022-23",22200140,2022-11-06,"LAL vs. CLE","CLE","LAL",1
"141","Regular Season","2022-23",22200141,2022-11-06,"CHI @ TOR","TOR","CHI",2
"142","Regular Season","2022-23",22200142,2022-11-06,"WAS @ MEM","MEM","WAS",3
"143","Regular Season","2022-23",22200143,2022-11-06,"LAC vs. UTA","UTA","LAC",4
"144","Regular Season","2022-23",22200144,2022-11-07,"WAS @ CHA","WAS","CHA",1
"145","Regular Season","2022-23",22200145,2022-11-07,"HOU @ ORL","HOU","ORL",2
"146","Regular Season","2022-23",22200146,2022-11-07,"DET vs. OKC","DET","OKC",3
"147","Regular Season","2022-23",22200147,2022-11-07,"NOP @ IND","IND","NOP",4
"148","Regular Season","2022-23",22200148,2022-11-07,"PHI vs. PHX","PHI","PHX",5
"149","Regular Season","2022-23",22200149,2022-11-07,"MIL @ ATL","ATL","MIL",6
"150","Regular Season","2022-23",22200150,2022-11-07,"POR @ MIA","POR","MIA",7
"151","Regular Season","2022-23",22200151,2022-11-07,"CHI vs. TOR","CHI","TOR",8
"152","Regular Season","2022-23",22200152,2022-11-07,"BOS @ MEM","BOS","MEM",9
"153","Regular Season","2022-23",22200153,2022-11-07,"NYK @ MIN","NYK","MIN",10
"154","Regular Season","2022-23",22200154,2022-11-07,"SAS vs. DEN","DEN","SAS",11
"155","Regular Season","2022-23",22200155,2022-11-07,"DAL vs. BKN","DAL","BKN",12
"156","Regular Season","2022-23",22200156,2022-11-07,"SAC @ GSW","GSW","SAC",13
"157","Regular Season","2022-23",22200157,2022-11-07,"UTA vs. LAL","UTA","LAL",14
"158","Regular Season","2022-23",22200158,2022-11-07,"LAC vs. CLE","LAC","CLE",15
"159","Regular Season","2022-23",22200159,2022-11-09,"POR @ CHA","POR","CHA",1
"160","Regular Season","2022-23",22200160,2022-11-09,"DEN @ IND","DEN","IND",2
"161","Regular Season","2022-23",22200161,2022-11-09,"DAL @ ORL","ORL","DAL",3
"162","Regular Season","2022-23",22200162,2022-11-09,"ATL vs. UTA","UTA","ATL",4
"163","Regular Season","2022-23",22200163,2022-11-09,"BOS vs. DET","BOS","DET",5
"164","Regular Season","2022-23",22200164,2022-11-09,"BKN vs. NYK","BKN","NYK",6
"165","Regular Season","2022-23",22200165,2022-11-09,"HOU @ TOR","TOR","HOU",7
"166","Regular Season","2022-23",22200166,2022-11-09,"CHI vs. NOP","NOP","CHI",8
"167","Regular Season","2022-23",22200167,2022-11-09,"MIN vs. PHX","PHX","MIN",9
"168","Regular Season","2022-23",22200168,2022-11-09,"MIL @ OKC","MIL","OKC",10
"169","Regular Season","2022-23",22200169,2022-11-09,"SAS vs. MEM","MEM","SAS",11
"170","Regular Season","2022-23",22200170,2022-11-09,"LAC vs. LAL","LAC","LAL",12
"171","Regular Season","2022-23",22200171,2022-11-09,"SAC vs. CLE","SAC","CLE",13
"172","Regular Season","2022-23",22200172,2022-11-10,"DAL @ WAS","WAS","DAL",1
"173","Regular Season","2022-23",22200173,2022-11-10,"ATL vs. PHI","ATL","PHI",2
"174","Regular Season","2022-23",22200174,2022-11-10,"MIA vs. CHA","MIA","CHA",3
"175","Regular Season","2022-23",22200175,2022-11-10,"NOP vs. POR","POR","NOP",4
"176","Regular Season","2022-23",22200176,2022-11-11,"DEN @ BOS","BOS","DEN",1
"177","Regular Season","2022-23",22200177,2022-11-11,"PHX @ ORL","ORL","PHX",2
"178","Regular Season","2022-23",22200178,2022-11-11,"NYK vs. DET","NYK","DET",3
"179","Regular Season","2022-23",22200179,2022-11-11,"OKC vs. TOR","OKC","TOR",4
"180","Regular Season","2022-23",22200180,2022-11-11,"SAS vs. MIL","SAS","MIL",5
"181","Regular Season","2022-23",22200181,2022-11-11,"MEM vs. MIN","MEM","MIN",6
"182","Regular Season","2022-23",22200182,2022-11-11,"CLE @ GSW","GSW","CLE",7
"183","Regular Season","2022-23",22200183,2022-11-11,"SAC @ LAL","SAC","LAL",8
"184","Regular Season","2022-23",22200184,2022-11-12,"BKN @ LAC","BKN","LAC",1
"185","Regular Season","2022-23",22200185,2022-11-12,"UTA @ WAS","WAS","UTA",2
"186","Regular Season","2022-23",22200186,2022-11-12,"DET vs. BOS","BOS","DET",3
"187","Regular Season","2022-23",22200187,2022-11-12,"TOR @ IND","IND","TOR",4
"188","Regular Season","2022-23",22200188,2022-11-12,"PHI vs. ATL","PHI","ATL",5
"189","Regular Season","2022-23",22200189,2022-11-12,"CHA @ MIA","MIA","CHA",6
"190","Regular Season","2022-23",22200190,2022-11-12,"DAL vs. POR","DAL","POR",7
"191","Regular Season","2022-23",22200191,2022-11-12,"NOP vs. HOU","NOP","HOU",8
"192","Regular Season","2022-23",22200192,2022-11-13,"NYK vs. OKC","OKC","NYK",1
"193","Regular Season","2022-23",22200193,2022-11-13,"CLE vs. MIN","MIN","CLE",2
"194","Regular Season","2022-23",22200194,2022-11-13,"MEM @ WAS","WAS","MEM",3
"195","Regular Season","2022-23",22200195,2022-11-13,"PHI vs. UTA","PHI","UTA",4
"196","Regular Season","2022-23",22200196,2022-11-13,"DEN @ CHI","DEN","CHI",5
"197","Regular Season","2022-23",22200197,2022-11-13,"SAC vs. GSW","SAC","GSW",6
"198","Regular Season","2022-23",22200198,2022-11-13,"LAL vs. BKN","LAL","BKN",7
"199","Regular Season","2022-23",22200199,2022-11-14,"TOR @ DET","TOR","DET",1
"200","Regular Season","2022-23",22200200,2022-11-14,"ORL vs. CHA","CHA","ORL",2
"201","Regular Season","2022-23",22200201,2022-11-14,"OKC @ BOS","BOS","OKC",3
"202","Regular Season","2022-23",22200202,2022-11-14,"MIA vs. PHX","MIA","PHX",4
"203","Regular Season","2022-23",22200203,2022-11-14,"LAC @ HOU","LAC","HOU",5
"204","Regular Season","2022-23",22200204,2022-11-14,"MIL vs. ATL","ATL","MIL",6
"205","Regular Season","2022-23",22200205,2022-11-14,"GSW vs. SAS","GSW","SAS",7
"206","Regular Season","2022-23",22200206,2022-11-15,"NOP vs. MEM","NOP","MEM",1
"207","Regular Season","2022-23",22200207,2022-11-15,"DAL vs. LAC","DAL","LAC",2
"208","Regular Season","2022-23",22200208,2022-11-15,"NYK @ UTA","NYK","UTA",3
"209","Regular Season","2022-23",22200209,2022-11-15,"SAS @ POR","POR","SAS",4
"210","Regular Season","2022-23",22200210,2022-11-15,"BKN @ SAC","SAC","BKN",5
"211","Regular Season","2022-23",22200211,2022-11-16,"IND @ CHA","IND","CHA",1
"212","Regular Season","2022-23",22200212,2022-11-16,"ORL vs. MIN","MIN","ORL",2
"213","Regular Season","2022-23",22200213,2022-11-16,"OKC @ WAS","OKC","WAS",3
"214","Regular Season","2022-23",22200214,2022-11-16,"BOS @ ATL","BOS","ATL",4
"215","Regular Season","2022-23",22200215,2022-11-16,"TOR vs. MIA","TOR","MIA",5
"216","Regular Season","2022-23",22200216,2022-11-16,"MIL vs. CLE","MIL","CLE",6
"217","Regular Season","2022-23",22200217,2022-11-16,"NOP vs. CHI","NOP","CHI",7
"218","Regular Season","2022-23",22200218,2022-11-16,"HOU @ DAL","HOU","DAL",8
"219","Regular Season","2022-23",22200219,2022-11-16,"NYK @ DEN","NYK","DEN",9
"220","Regular Season","2022-23",22200220,2022-11-16,"GSW @ PHX","PHX","GSW",10
"221","Regular Season","2022-23",22200221,2022-11-17,"BKN @ POR","BKN","POR",1
"222","Regular Season","2022-23",22200222,2022-11-17,"SAS @ SAC","SAC","SAS",2
"223","Regular Season","2022-23",22200223,2022-11-17,"DET @ LAC","LAC","DET",3
"224","Regular Season","2022-23",22200224,2022-11-18,"MIA @ WAS","WAS","MIA",1
"225","Regular Season","2022-23",22200225,2022-11-18,"CHA @ CLE","CLE","CHA",2
"226","Regular Season","2022-23",22200226,2022-11-18,"PHI vs. MIL","PHI","MIL",3
"227","Regular Season","2022-23",22200227,2022-11-18,"CHI vs. ORL","ORL","CHI",4
"228","Regular Season","2022-23",22200228,2022-11-18,"IND @ HOU","IND","HOU",5
"229","Regular Season","2022-23",22200229,2022-11-18,"MEM vs. OKC","MEM","OKC",6
"230","Regular Season","2022-23",22200230,2022-11-18,"DEN @ DAL","DAL","DEN",7
"231","Regular Season","2022-23",22200231,2022-11-18,"BOS @ NOP","BOS","NOP",8
"232","Regular Season","2022-23",22200232,2022-11-18,"PHX @ UTA","UTA","PHX",9
"233","Regular Season","2022-23",22200233,2022-11-18,"NYK @ GSW","GSW","NYK",10
