"","typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay"
"702","Regular Season","2022-23",22200702,2023-01-22,"DEN vs. OKC","OKC","DEN",4
"703","Regular Season","2022-23",22200703,2023-01-22,"MEM @ PHX","PHX","MEM",5
"704","Regular Season","2022-23",22200704,2023-01-22,"GSW vs. BKN","BKN","GSW",6
"705","Regular Season","2022-23",22200705,2023-01-22,"LAL @ POR","LAL","POR",7
"706","Regular Season","2022-23",22200706,2023-01-23,"DET vs. MIL","MIL","DET",1
"707","Regular Season","2022-23",22200707,2023-01-23,"BOS @ ORL","ORL","BOS",2
"708","Regular Season","2022-23",22200708,2023-01-23,"ATL @ CHI","CHI","ATL",3
"709","Regular Season","2022-23",22200709,2023-01-23,"MIN @ HOU","HOU","MIN",4
"710","Regular Season","2022-23",22200710,2023-01-23,"CHA @ UTA","UTA","CHA",5
"711","Regular Season","2022-23",22200711,2023-01-23,"SAS @ POR","POR","SAS",6
"712","Regular Season","2022-23",22200712,2023-01-23,"MEM @ SAC","SAC","MEM",7
"713","Regular Season","2022-23",22200713,2023-01-24,"CHI @ IND","IND","CHI",1
"714","Regular Season","2022-23",22200714,2023-01-24,"BOS @ MIA","MIA","BOS",2
"715","Regular Season","2022-23",22200715,2023-01-24,"NYK vs. CLE","NYK","CLE",3
"716","Regular Season","2022-23",22200716,2023-01-24,"NOP vs. DEN","DEN","NOP",4
"717","Regular Season","2022-23",22200717,2023-01-24,"DAL vs. WAS","WAS","DAL",5
"718","Regular Season","2022-23",22200718,2023-01-24,"PHX vs. CHA","PHX","CHA",6
"719","Regular Season","2022-23",22200719,2023-01-24,"LAL vs. LAC","LAC","LAL",7
"720","Regular Season","2022-23",22200720,2023-01-25,"IND @ ORL","ORL","IND",1
"721","Regular Season","2022-23",22200721,2023-01-25,"PHI vs. BKN","PHI","BKN",2
"722","Regular Season","2022-23",22200722,2023-01-25,"WAS @ HOU","WAS","HOU",3
"723","Regular Season","2022-23",22200723,2023-01-25,"DEN @ MIL","MIL","DEN",4
"724","Regular Season","2022-23",22200724,2023-01-25,"NOP vs. MIN","MIN","NOP",5
"725","Regular Season","2022-23",22200725,2023-01-25,"ATL @ OKC","ATL","OKC",6
"726","Regular Season","2022-23",22200726,2023-01-25,"GSW vs. MEM","GSW","MEM",7
"727","Regular Season","2022-23",22200727,2023-01-25,"UTA @ POR","POR","UTA",8
"728","Regular Season","2022-23",22200728,2023-01-25,"TOR @ SAC","TOR","SAC",9
"729","Regular Season","2022-23",22200729,2023-01-25,"SAS @ LAL","LAL","SAS",10
"730","Regular Season","2022-23",22200730,2023-01-26,"BOS vs. NYK","NYK","BOS",1
"731","Regular Season","2022-23",22200731,2023-01-26,"DET @ BKN","DET","BKN",2
"732","Regular Season","2022-23",22200732,2023-01-26,"CHA vs. CHI","CHA","CHI",3
"733","Regular Season","2022-23",22200733,2023-01-26,"HOU vs. CLE","CLE","HOU",4
"734","Regular Season","2022-23",22200734,2023-01-26,"DAL @ PHX","DAL","PHX",5
"735","Regular Season","2022-23",22200735,2023-01-26,"LAC vs. SAS","LAC","SAS",6
"736","Regular Season","2022-23",22200736,2023-01-27,"MIL @ IND","MIL","IND",1
"737","Regular Season","2022-23",22200737,2023-01-27,"MIN vs. MEM","MIN","MEM",2
"738","Regular Season","2022-23",22200738,2023-01-27,"ORL @ MIA","MIA","ORL",3
"739","Regular Season","2022-23",22200739,2023-01-27,"CLE @ OKC","OKC","CLE",4
"740","Regular Season","2022-23",22200740,2023-01-27,"TOR @ GSW","GSW","TOR",5
"741","Regular Season","2022-23",22200741,2023-01-28,"DEN @ PHI","PHI","DEN",1
"742","Regular Season","2022-23",22200742,2023-01-28,"NYK @ BKN","BKN","NYK",2
"743","Regular Season","2022-23",22200743,2023-01-28,"HOU @ DET","HOU","DET",3
"744","Regular Season","2022-23",22200744,2023-01-28,"CHI @ ORL","CHI","ORL",4
"745","Regular Season","2022-23",22200745,2023-01-28,"LAC @ ATL","LAC","ATL",5
"746","Regular Season","2022-23",22200746,2023-01-28,"MIN vs. SAC","MIN","SAC",6
"747","Regular Season","2022-23",22200747,2023-01-28,"NOP vs. WAS","WAS","NOP",7
"748","Regular Season","2022-23",22200748,2023-01-28,"SAS vs. PHX","PHX","SAS",8
"749","Regular Season","2022-23",22200749,2023-01-28,"LAL @ BOS","BOS","LAL",9
"750","Regular Season","2022-23",22200750,2023-01-28,"UTA vs. DAL","UTA","DAL",10
"751","Regular Season","2022-23",22200751,2023-01-28,"TOR @ POR","TOR","POR",11
"752","Regular Season","2022-23",22200752,2023-01-29,"MIA @ CHA","CHA","MIA",1
"753","Regular Season","2022-23",22200753,2023-01-29,"MEM vs. IND","MEM","IND",2
"754","Regular Season","2022-23",22200754,2023-01-29,"LAC @ CLE","CLE","LAC",3
"755","Regular Season","2022-23",22200755,2023-01-29,"MIL vs. NOP","MIL","NOP",4
"756","Regular Season","2022-23",22200756,2023-01-30,"PHI vs. ORL","ORL","PHI",1
"757","Regular Season","2022-23",22200757,2023-01-30,"LAL @ BKN","BKN","LAL",2
"758","Regular Season","2022-23",22200758,2023-01-30,"MIN vs. SAC","SAC","MIN",3
"759","Regular Season","2022-23",22200759,2023-01-30,"GSW @ OKC","GSW","OKC",4
"760","Regular Season","2022-23",22200760,2023-01-30,"SAS vs. WAS","WAS","SAS",5
"761","Regular Season","2022-23",22200761,2023-01-30,"DET @ DAL","DAL","DET",6
"762","Regular Season","2022-23",22200762,2023-01-30,"TOR @ PHX","PHX","TOR",7
"763","Regular Season","2022-23",22200763,2023-01-30,"ATL @ POR","POR","ATL",8
"764","Regular Season","2022-23",22200764,2023-01-31,"MIA @ CLE","MIA","CLE",1
"765","Regular Season","2022-23",22200765,2023-01-31,"LAL @ NYK","LAL","NYK",2
"766","Regular Season","2022-23",22200766,2023-01-31,"CHI vs. LAC","LAC","CHI",3
"767","Regular Season","2022-23",22200767,2023-01-31,"MIL vs. CHA","MIL","CHA",4
"768","Regular Season","2022-23",22200768,2023-01-31,"NOP @ DEN","DEN","NOP",5
"769","Regular Season","2022-23",22200770,2023-02-01,"PHI vs. ORL","PHI","ORL",1
"770","Regular Season","2022-23",22200771,2023-02-01,"MEM vs. POR","POR","MEM",2
"771","Regular Season","2022-23",22200772,2023-02-01,"BOS vs. BKN","BOS","BKN",3
"772","Regular Season","2022-23",22200773,2023-02-01,"HOU vs. OKC","HOU","OKC",4
"773","Regular Season","2022-23",22200774,2023-02-01,"GSW @ MIN","MIN","GSW",5
"774","Regular Season","2022-23",22200775,2023-02-01,"SAC @ SAS","SAC","SAS",6
"775","Regular Season","2022-23",22200776,2023-02-01,"TOR @ UTA","UTA","TOR",7
"776","Regular Season","2022-23",22200777,2023-02-01,"ATL @ PHX","ATL","PHX",8
"777","Regular Season","2022-23",22200778,2023-02-02,"IND vs. LAL","LAL","IND",1
"778","Regular Season","2022-23",22200779,2023-02-02,"MEM @ CLE","CLE","MEM",2
"779","Regular Season","2022-23",22200780,2023-02-02,"NYK vs. MIA","NYK","MIA",3
"780","Regular Season","2022-23",22200781,2023-02-02,"CHA @ CHI","CHI","CHA",4
"781","Regular Season","2022-23",22200782,2023-02-02,"DAL vs. NOP","DAL","NOP",5
"782","Regular Season","2022-23",22200783,2023-02-02,"DEN vs. GSW","DEN","GSW",6
"783","Regular Season","2022-23",22200784,2023-02-02,"LAC @ MIL","MIL","LAC",7
"784","Regular Season","2022-23",22200785,2023-02-03,"DET vs. CHA","DET","CHA",1
"785","Regular Season","2022-23",22200786,2023-02-03,"IND vs. SAC","IND","SAC",2
"786","Regular Season","2022-23",22200787,2023-02-03,"POR @ WAS","POR","WAS",3
"787","Regular Season","2022-23",22200788,2023-02-03,"PHX @ BOS","PHX","BOS",4
"788","Regular Season","2022-23",22200789,2023-02-03,"TOR @ HOU","TOR","HOU",5
"789","Regular Season","2022-23",22200790,2023-02-03,"MIN vs. ORL","ORL","MIN",6
"790","Regular Season","2022-23",22200791,2023-02-03,"PHI @ SAS","PHI","SAS",7
"791","Regular Season","2022-23",22200792,2023-02-03,"ATL @ UTA","ATL","UTA",8
"792","Regular Season","2022-23",22200793,2023-02-04,"BKN vs. WAS","BKN","WAS",1
"793","Regular Season","2022-23",22200794,2023-02-04,"PHX @ DET","PHX","DET",2
"794","Regular Season","2022-23",22200795,2023-02-04,"NYK vs. LAC","LAC","NYK",3
"795","Regular Season","2022-23",22200796,2023-02-04,"POR @ CHI","CHI","POR",4
"796","Regular Season","2022-23",22200797,2023-02-04,"MIA @ MIL","MIL","MIA",5
"797","Regular Season","2022-23",22200798,2023-02-04,"NOP vs. LAL","NOP","LAL",6
"798","Regular Season","2022-23",22200799,2023-02-04,"HOU @ OKC","OKC","HOU",7
"799","Regular Season","2022-23",22200800,2023-02-04,"DAL @ GSW","GSW","DAL",8
"800","Regular Season","2022-23",22200801,2023-02-04,"ATL @ DEN","DEN","ATL",9
"801","Regular Season","2022-23",22200802,2023-02-05,"CHA vs. ORL","ORL","CHA",1
"802","Regular Season","2022-23",22200803,2023-02-05,"IND vs. CLE","CLE","IND",2
"803","Regular Season","2022-23",22200804,2023-02-05,"NYK vs. PHI","NYK","PHI",3
"804","Regular Season","2022-23",22200805,2023-02-05,"MEM vs. TOR","TOR","MEM",4
"805","Regular Season","2022-23",22200806,2023-02-05,"DEN @ MIN","MIN","DEN",5
"806","Regular Season","2022-23",22200807,2023-02-05,"NOP vs. SAC","NOP","SAC",6
"807","Regular Season","2022-23",22200808,2023-02-06,"DET vs. BOS","BOS","DET",1
"808","Regular Season","2022-23",22200809,2023-02-06,"WAS vs. CLE","CLE","WAS",2
"809","Regular Season","2022-23",22200810,2023-02-06,"BKN vs. LAC","LAC","BKN",3
"810","Regular Season","2022-23",22200811,2023-02-06,"SAS @ CHI","CHI","SAS",4
"811","Regular Season","2022-23",22200812,2023-02-06,"HOU vs. SAC","SAC","HOU",5
"812","Regular Season","2022-23",22200813,2023-02-06,"DAL @ UTA","DAL","UTA",6
"813","Regular Season","2022-23",22200814,2023-02-06,"GSW vs. OKC","GSW","OKC",7
"814","Regular Season","2022-23",22200815,2023-02-06,"MIL @ POR","MIL","POR",8
"815","Regular Season","2022-23",22200816,2023-02-07,"ORL vs. NYK","NYK","ORL",1
"816","Regular Season","2022-23",22200817,2023-02-07,"BKN vs. PHX","PHX","BKN",2
"817","Regular Season","2022-23",22200818,2023-02-07,"NOP vs. ATL","NOP","ATL",3
"818","Regular Season","2022-23",22200819,2023-02-07,"MEM vs. CHI","MEM","CHI",4
"819","Regular Season","2022-23",22200820,2023-02-07,"MIN @ DEN","DEN","MIN",5
"820","Regular Season","2022-23",22200821,2023-02-07,"LAL vs. OKC","OKC","LAL",6
"821","Regular Season","2022-23",22200822,2023-02-08,"DET @ CLE","CLE","DET",1
"822","Regular Season","2022-23",22200823,2023-02-08,"WAS vs. CHA","WAS","CHA",2
"823","Regular Season","2022-23",22200824,2023-02-08,"BOS vs. PHI","BOS","PHI",3
"824","Regular Season","2022-23",22200825,2023-02-08,"MIA vs. IND","MIA","IND",4
"825","Regular Season","2022-23",22200826,2023-02-08,"SAS @ TOR","TOR","SAS",5
"826","Regular Season","2022-23",22200827,2023-02-08,"HOU vs. SAC","SAC","HOU",6
"827","Regular Season","2022-23",22200828,2023-02-08,"MIN @ UTA","MIN","UTA",7
"828","Regular Season","2022-23",22200829,2023-02-08,"DAL @ LAC","DAL","LAC",8
"829","Regular Season","2022-23",22200830,2023-02-08,"POR vs. GSW","POR","GSW",9
"830","Regular Season","2022-23",22200831,2023-02-09,"ORL vs. DEN","ORL","DEN",1
"831","Regular Season","2022-23",22200832,2023-02-09,"ATL vs. PHX","ATL","PHX",2
"832","Regular Season","2022-23",22200833,2023-02-09,"CHI @ BKN","BKN","CHI",3
"833","Regular Season","2022-23",22200834,2023-02-09,"LAL vs. MIL","MIL","LAL",4
"834","Regular Season","2022-23",22200835,2023-02-10,"DET vs. SAS","DET","SAS",1
"835","Regular Season","2022-23",22200836,2023-02-10,"PHX @ IND","PHX","IND",2
"836","Regular Season","2022-23",22200837,2023-02-10,"PHI vs. NYK","PHI","NYK",3
"837","Regular Season","2022-23",22200838,2023-02-10,"BOS vs. CHA","BOS","CHA",4
"838","Regular Season","2022-23",22200839,2023-02-10,"TOR vs. UTA","UTA","TOR",5
"839","Regular Season","2022-23",22200840,2023-02-10,"MIA vs. HOU","MIA","HOU",6
"840","Regular Season","2022-23",22200841,2023-02-10,"MIN @ MEM","MEM","MIN",7
"841","Regular Season","2022-23",22200842,2023-02-10,"CLE @ NOP","CLE","NOP",8
"842","Regular Season","2022-23",22200843,2023-02-10,"OKC @ POR","OKC","POR",9
"843","Regular Season","2022-23",22200844,2023-02-10,"DAL @ SAC","DAL","SAC",10
"844","Regular Season","2022-23",22200845,2023-02-10,"MIL @ LAC","MIL","LAC",11
"845","Regular Season","2022-23",22200846,2023-02-11,"BKN vs. PHI","PHI","BKN",1
"846","Regular Season","2022-23",22200847,2023-02-11,"DEN @ CHA","DEN","CHA",2
"847","Regular Season","2022-23",22200848,2023-02-11,"ORL vs. MIA","MIA","ORL",3
"848","Regular Season","2022-23",22200849,2023-02-11,"WAS vs. IND","WAS","IND",4
"849","Regular Season","2022-23",22200850,2023-02-11,"SAS @ ATL","ATL","SAS",5
"850","Regular Season","2022-23",22200851,2023-02-11,"UTA @ NYK","NYK","UTA",6
"851","Regular Season","2022-23",22200852,2023-02-11,"CHI @ CLE","CLE","CHI",7
"852","Regular Season","2022-23",22200853,2023-02-11,"LAL @ GSW","LAL","GSW",8
"853","Regular Season","2022-23",22200854,2023-02-11,"SAC vs. DAL","SAC","DAL",9
"854","Regular Season","2022-23",22200855,2023-02-12,"MEM @ BOS","BOS","MEM",1
"855","Regular Season","2022-23",22200856,2023-02-12,"DET @ TOR","TOR","DET",2
"856","Regular Season","2022-23",22200857,2023-02-13,"CHA vs. ATL","CHA","ATL",1
"857","Regular Season","2022-23",22200858,2023-02-13,"SAS @ CLE","CLE","SAS",2
"858","Regular Season","2022-23",22200859,2023-02-13,"IND vs. UTA","UTA","IND",3
"859","Regular Season","2022-23",22200860,2023-02-13,"HOU @ PHI","PHI","HOU",4
"860","Regular Season","2022-23",22200861,2023-02-13,"MIA vs. DEN","DEN","MIA",5
"861","Regular Season","2022-23",22200862,2023-02-13,"NYK vs. BKN","NYK","BKN",6
"862","Regular Season","2022-23",22200863,2023-02-13,"ORL @ CHI","ORL","CHI",7
"863","Regular Season","2022-23",22200864,2023-02-13,"NOP @ OKC","NOP","OKC",8
"864","Regular Season","2022-23",22200865,2023-02-13,"MIN @ DAL","MIN","DAL",9
"865","Regular Season","2022-23",22200866,2023-02-13,"WAS @ GSW","GSW","WAS",10
"866","Regular Season","2022-23",22200867,2023-02-13,"LAL @ POR","POR","LAL",11
"867","Regular Season","2022-23",22200868,2023-02-14,"TOR vs. ORL","TOR","ORL",1
"868","Regular Season","2022-23",22200869,2023-02-14,"BOS @ MIL","MIL","BOS",2
"869","Regular Season","2022-23",22200870,2023-02-14,"PHX vs. SAC","PHX","SAC",3
"870","Regular Season","2022-23",22200871,2023-02-14,"GSW @ LAC","LAC","GSW",4
"871","Regular Season","2022-23",22200872,2023-02-14,"WAS @ POR","WAS","POR",5
"872","Regular Season","2022-23",22200873,2023-02-15,"SAS @ CHA","CHA","SAS",1
"873","Regular Season","2022-23",22200874,2023-02-15,"IND vs. CHI","IND","CHI",2
"874","Regular Season","2022-23",22200875,2023-02-15,"PHI vs. CLE","PHI","CLE",3
"875","Regular Season","2022-23",22200876,2023-02-15,"NYK @ ATL","NYK","ATL",4
"876","Regular Season","2022-23",22200877,2023-02-15,"BOS vs. DET","BOS","DET",5
"877","Regular Season","2022-23",22200878,2023-02-15,"MIA @ BKN","BKN","MIA",6
"878","Regular Season","2022-23",22200879,2023-02-15,"UTA @ MEM","MEM","UTA",7
"879","Regular Season","2022-23",22200880,2023-02-15,"OKC vs. HOU","OKC","HOU",8
"880","Regular Season","2022-23",22200881,2023-02-15,"DEN vs. DAL","DEN","DAL",9
"881","Regular Season","2022-23",22200882,2023-02-15,"NOP @ LAL","LAL","NOP",10
"882","Regular Season","2022-23",22200883,2023-02-16,"MIL @ CHI","MIL","CHI",1
"883","Regular Season","2022-23",22200884,2023-02-16,"WAS @ MIN","WAS","MIN",2
"884","Regular Season","2022-23",22200885,2023-02-16,"PHX vs. LAC","LAC","PHX",3
"885","Regular Season","2022-23",22200886,2023-02-23,"DEN @ CLE","DEN","CLE",1
"886","Regular Season","2022-23",22200887,2023-02-23,"BOS @ IND","BOS","IND",2
"887","Regular Season","2022-23",22200888,2023-02-23,"ORL vs. DET","ORL","DET",3
"888","Regular Season","2022-23",22200889,2023-02-23,"MEM @ PHI","PHI","MEM",4
"889","Regular Season","2022-23",22200890,2023-02-23,"NOP @ TOR","TOR","NOP",5
"890","Regular Season","2022-23",22200891,2023-02-23,"SAS @ DAL","DAL","SAS",6
"891","Regular Season","2022-23",22200892,2023-02-23,"UTA vs. OKC","UTA","OKC",7
"892","Regular Season","2022-23",22200893,2023-02-23,"GSW @ LAL","LAL","GSW",8
"893","Regular Season","2022-23",22200894,2023-02-23,"POR @ SAC","SAC","POR",9
"894","Regular Season","2022-23",22200895,2023-02-24,"WAS vs. NYK","NYK","WAS",1
"895","Regular Season","2022-23",22200896,2023-02-24,"CLE @ ATL","ATL","CLE",2
"896","Regular Season","2022-23",22200897,2023-02-24,"MIA @ MIL","MIL","MIA",3
"897","Regular Season","2022-23",22200898,2023-02-24,"CHA @ MIN","CHA","MIN",4
"898","Regular Season","2022-23",22200899,2023-02-24,"PHX vs. OKC","PHX","OKC",5
"899","Regular Season","2022-23",22200900,2023-02-24,"CHI vs. BKN","CHI","BKN",6
"900","Regular Season","2022-23",22200901,2023-02-24,"GSW vs. HOU","GSW","HOU",7
"901","Regular Season","2022-23",22200902,2023-02-24,"SAC @ LAC","SAC","LAC",8
"902","Regular Season","2022-23",22200903,2023-02-25,"TOR @ DET","TOR","DET",1
"903","Regular Season","2022-23",22200904,2023-02-25,"MIA @ CHA","CHA","MIA",2
"904","Regular Season","2022-23",22200905,2023-02-25,"ORL vs. IND","IND","ORL",3
"905","Regular Season","2022-23",22200906,2023-02-25,"NOP @ NYK","NYK","NOP",4
"906","Regular Season","2022-23",22200907,2023-02-25,"MEM vs. DEN","MEM","DEN",5
"907","Regular Season","2022-23",22200908,2023-02-25,"PHI vs. BOS","BOS","PHI",6
"908","Regular Season","2022-23",22200909,2023-02-25,"UTA vs. SAS","UTA","SAS",7
"909","Regular Season","2022-23",22200910,2023-02-26,"MIL vs. PHX","MIL","PHX",1
"910","Regular Season","2022-23",22200911,2023-02-26,"BKN @ ATL","ATL","BKN",2
"911","Regular Season","2022-23",22200912,2023-02-26,"WAS @ CHI","CHI","WAS",3
"912","Regular Season","2022-23",22200913,2023-02-26,"LAL @ DAL","LAL","DAL",4
"913","Regular Season","2022-23",22200914,2023-02-26,"TOR @ CLE","CLE","TOR",5
"914","Regular Season","2022-23",22200915,2023-02-26,"SAC @ OKC","SAC","OKC",6
"915","Regular Season","2022-23",22200916,2023-02-26,"MIN @ GSW","GSW","MIN",7
"916","Regular Season","2022-23",22200917,2023-02-26,"POR vs. HOU","POR","HOU",8
"917","Regular Season","2022-23",22200918,2023-02-26,"DEN vs. LAC","DEN","LAC",9
"918","Regular Season","2022-23",22200919,2023-02-27,"CHA vs. DET","CHA","DET",1
"919","Regular Season","2022-23",22200920,2023-02-27,"MIA @ PHI","MIA","PHI",2
"920","Regular Season","2022-23",22200921,2023-02-27,"NYK vs. BOS","NYK","BOS",3
"921","Regular Season","2022-23",22200922,2023-02-27,"NOP vs. ORL","ORL","NOP",4
"922","Regular Season","2022-23",22200923,2023-02-28,"WAS @ ATL","WAS","ATL",1
"923","Regular Season","2022-23",22200924,2023-02-28,"BKN vs. MIL","MIL","BKN",2
"924","Regular Season","2022-23",22200925,2023-02-28,"CHI @ TOR","TOR","CHI",3
"925","Regular Season","2022-23",22200926,2023-02-28,"HOU vs. DEN","DEN","HOU",4
"926","Regular Season","2022-23",22200927,2023-02-28,"MEM vs. LAL","MEM","LAL",5
"927","Regular Season","2022-23",22200928,2023-02-28,"OKC vs. SAC","SAC","OKC",6
"928","Regular Season","2022-23",22200929,2023-02-28,"DAL vs. IND","IND","DAL",7
"929","Regular Season","2022-23",22200930,2023-02-28,"UTA vs. SAS","SAS","UTA",8
"930","Regular Season","2022-23",22200931,2023-02-28,"POR @ GSW","GSW","POR",9
"931","Regular Season","2022-23",22200932,2023-02-28,"MIN @ LAC","MIN","LAC",10
"932","Regular Season","2022-23",22200933,2023-03-01,"PHX @ CHA","CHA","CHA",1
"933","Regular Season","2022-23",22200934,2023-03-01,"CHI @ DET","DET","DET",2
"934","Regular Season","2022-23",22200935,2023-03-01,"BOS vs. CLE","CLE","CLE",3
"935","Regular Season","2022-23",22200936,2023-03-01,"PHI @ MIA","MIA","MIA",4
"936","Regular Season","2022-23",22200937,2023-03-01,"NYK vs. BKN","BKN","BKN",5
